"source_league_name";"source_country";"source_league_id";"player_id";"player_name";"firstname";"lastname";"age";"birth_date";"birth_place";"birth_country";"nationality";"height";"weight";"injured";"photo";"team_id";"team_name";"team_logo";"league_id";"league_name_api";"league_country";"league_logo";"league_flag";"season";"games_appearences";"games_lineups";"games_minutes";"games_number";"games_position";"games_rating";"games_captain";"substitutes_in";"substitutes_out";"substitutes_bench";"shots_total";"shots_on";"goals_total";"goals_conceded";"goals_assists";"goals_saves";"passes_total";"passes_key";"passes_accuracy";"tackles_total";"tackles_blocks";"tackles_interceptions";"duels_total";"duels_won";"dribbles_attempts";"dribbles_success";"dribbles_past";"fouls_drawn";"fouls_committed";"cards_yellow";"cards_yellowred";"cards_red";"penalty_won";"penalty_commited";"penalty_scored";"penalty_missed";"penalty_saved"
"Championship";"England";40;380683;"E. Myles";"Elliot Josh";"Myles";18;"2007-01-20";NA;"England";"Wales";"178";NA;FALSE;"https://media.api-sports.io/football/players/380683.png";71;"Norwich";"https://media.api-sports.io/football/teams/71.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Midfielder";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;382340;"G. Forsyth";"Gabriel";"Forsyth";19;"2006-08-04";"Glasgow";"Scotland";"Scotland";"184";"79";FALSE;"https://media.api-sports.io/football/players/382340.png";71;"Norwich";"https://media.api-sports.io/football/teams/71.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Midfielder";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;399054;"K. Dixon";"Kaheim";"Dixon";21;"2004-10-04";"Kingston";"Jamaica";"Jamaica";"181";"77";FALSE;"https://media.api-sports.io/football/players/399054.png";1335;"Charlton";"https://media.api-sports.io/football/teams/1335.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Attacker";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;425199;"B. Lawal";"Mohammed Bosun";"Lawal";22;"2003-05-30";NA;"Republic of Ireland";"Republic of Ireland";"180";NA;FALSE;"https://media.api-sports.io/football/players/425199.png";75;"Stoke City";"https://media.api-sports.io/football/teams/75.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Defender";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;444382;"C. Edwards";"Callum Steven";"Edwards";19;"2006-06-22";"Liverpool";"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/444382.png";1837;"Wrexham";"https://media.api-sports.io/football/teams/1837.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Attacker";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;503662;"A. Moore";"Alexander James";"Moore";19;"2006-09-18";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/503662.png";1837;"Wrexham";"https://media.api-sports.io/football/teams/1837.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Midfielder";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;15870;"M. Hermansen";"Mads";"Hermansen";25;"2000-07-11";"Odense";"Denmark";"Denmark";"187";"81";FALSE;"https://media.api-sports.io/football/players/15870.png";46;"Leicester";"https://media.api-sports.io/football/teams/46.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;5;4;360;NA;"Goalkeeper";"6.300000";FALSE;1;NA;NA;NA;NA;NA;11;0;9;138;NA;NA;NA;NA;NA;3;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;0
"Championship";"England";40;18499;"P. Kioso";"Peter";"Kioso";26;"1999-08-15";"Swords";"Republic of Ireland";"Congo DR";"183";"70";FALSE;"https://media.api-sports.io/football/players/18499.png";1338;"Oxford United";"https://media.api-sports.io/football/teams/1338.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Defender";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;19202;"L. Buchanan";"Lee David";"Buchanan";24;"2001-03-07";NA;"England";"England";"175";"67";FALSE;"https://media.api-sports.io/football/players/19202.png";54;"Birmingham";"https://media.api-sports.io/football/teams/54.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Defender";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;20016;"B. Collins";"Bradley";"Collins";28;"1997-02-18";"Southampton";"England";"England";"184";"69";FALSE;"https://media.api-sports.io/football/players/20016.png";1346;"Coventry";"https://media.api-sports.io/football/teams/1346.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Goalkeeper";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;45021;"S. Dieng";"Seny Timothy";"Dieng";31;"1994-11-23";"Zürich";"Switzerland";"Senegal";"193";"90";FALSE;"https://media.api-sports.io/football/players/45021.png";70;"Middlesbrough";"https://media.api-sports.io/football/teams/70.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Goalkeeper";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;45021;"S. Dieng";"Seny Timothy";"Dieng";31;"1994-11-23";"Zürich";"Switzerland";"Senegal";"193";"90";FALSE;"https://media.api-sports.io/football/players/45021.png";74;"Sheffield Wednesday";"https://media.api-sports.io/football/teams/74.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;3;3;270;33;"Goalkeeper";"6.73";FALSE;0;0;0;NA;NA;0;7;0;9;116;NA;NA;NA;NA;NA;3;3;NA;NA;NA;2;NA;0;0;0;NA;NA;0;0;0
"Championship";"England";40;47899;"O. Dovin";"Oliver Lukas Dozae";"Nnonyelu Dovin";23;"2002-07-11";NA;"England";"Sweden";"188";"77";FALSE;"https://media.api-sports.io/football/players/47899.png";1346;"Coventry";"https://media.api-sports.io/football/teams/1346.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Goalkeeper";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;138807;"D. Bernard";"Di'Shon Joel";"Bernard";25;"2000-10-14";"London";"England";"Jamaica";"189";"80";FALSE;"https://media.api-sports.io/football/players/138807.png";74;"Sheffield Wednesday";"https://media.api-sports.io/football/teams/74.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Defender";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;152947;"T. Taylor";"Terence Charles";"Taylor";24;"2001-06-29";"Aberdeen";"Scotland";"Wales";"183";"71";FALSE;"https://media.api-sports.io/football/players/152947.png";1335;"Charlton";"https://media.api-sports.io/football/teams/1335.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Midfielder";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;191368;"F. Bianchini";"Florian";"Bianchini";24;"2001-06-25";"Reims";"France";"France";"182";"73";FALSE;"https://media.api-sports.io/football/players/191368.png";76;"Swansea";"https://media.api-sports.io/football/teams/76.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;6;5;312;NA;"Attacker";"6.600000";FALSE;1;NA;NA;5;3;NA;0;1;NA;79;4;NA;5;1;1;59;21;14;4;NA;6;5;0;NA;0;NA;NA;0;0;NA
"Championship";"England";40;191368;"F. Bianchini";"Florian";"Bianchini";24;"2001-06-25";"Reims";"France";"France";"182";"73";FALSE;"https://media.api-sports.io/football/players/191368.png";1355;"Portsmouth";"https://media.api-sports.io/football/teams/1355.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;10;6;514;11;"Midfielder";"6.54";FALSE;4;5;12;10;5;0;0;1;NA;121;5;NA;13;1;1;94;39;17;5;NA;9;8;0;0;0;1;NA;0;0;NA
"Championship";"England";40;196683;"J. Cáceres";"Jefferson Justo";"Cáceres Chávez";23;"2002-08-22";"Lima";"Peru";"Peru";"172";"65";FALSE;"https://media.api-sports.io/football/players/196683.png";62;"Sheffield Utd";"https://media.api-sports.io/football/teams/62.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Midfielder";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;284191;"H. Leonard";"Harry Paul";"Leonard";22;"2003-09-12";NA;"England";"England";"184";NA;FALSE;"https://media.api-sports.io/football/players/284191.png";67;"Blackburn";"https://media.api-sports.io/football/teams/67.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Attacker";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;287916;"R. van den Berg";"Rav";"van den Berg";21;"2004-07-07";NA;"Netherlands";"Netherlands";"190";"75";FALSE;"https://media.api-sports.io/football/players/287916.png";70;"Middlesbrough";"https://media.api-sports.io/football/teams/70.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;3;3;161;NA;"Defender";"6.750000";FALSE;0;NA;NA;NA;NA;NA;0;0;NA;68;NA;NA;1;2;NA;9;6;NA;NA;NA;1;NA;0;NA;0;NA;NA;0;0;NA
"Championship";"England";40;310457;"S. Negru";"Stephen";"Negru";23;"2002-07-24";"Dublin";"Republic of Ireland";"Republic of Ireland";NA;NA;FALSE;"https://media.api-sports.io/football/players/310457.png";1338;"Oxford United";"https://media.api-sports.io/football/teams/1338.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Defender";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;327419;"M. Ferdinan";"Marselino";"Ferdinan Philipus";21;"2004-09-09";"Jakarta";"Indonesia";"Indonesia";"178";"67";FALSE;"https://media.api-sports.io/football/players/327419.png";1338;"Oxford United";"https://media.api-sports.io/football/teams/1338.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Midfielder";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;330316;"N. Bassette";"Norman Jaquy";"Bassette Van Acker";21;"2004-11-09";"Arlon";"Belgium";"Belgium";"186";"74";FALSE;"https://media.api-sports.io/football/players/330316.png";1346;"Coventry";"https://media.api-sports.io/football/teams/1346.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;2;2;115;NA;"Attacker";"6.200000";FALSE;0;NA;NA;NA;NA;NA;0;0;NA;9;1;NA;1;NA;NA;20;5;NA;NA;NA;1;6;2;NA;0;NA;NA;0;0;NA
"Championship";"England";40;356419;"T. Campbell";"Tyreece";"Campbell";22;"2003-09-14";NA;"England";"England";"178";NA;FALSE;"https://media.api-sports.io/football/players/356419.png";1335;"Charlton";"https://media.api-sports.io/football/teams/1335.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Attacker";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;373596;"M. Polendakov";"Mihail";"Yordanov Polendakov";18;"2007-06-05";NA;"Bulgaria";"Bulgaria";NA;NA;FALSE;"https://media.api-sports.io/football/players/373596.png";62;"Sheffield Utd";"https://media.api-sports.io/football/teams/62.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Defender";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;445921;"Micah Mbick";"Micah";"Mbick";19;"2006-11-08";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/445921.png";1335;"Charlton";"https://media.api-sports.io/football/teams/1335.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Attacker";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;459341;"Z. Betteka";"Zaid";"Betteka";18;"2007-02-07";NA;"England";"England";"180";NA;FALSE;"https://media.api-sports.io/football/players/459341.png";54;"Birmingham";"https://media.api-sports.io/football/teams/54.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Attacker";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;459401;"Jack Phillips";"Jack";"Phillips";20;"2005-10-15";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/459401.png";74;"Sheffield Wednesday";"https://media.api-sports.io/football/teams/74.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;NA;NA;NA;NA;"Goalkeeper";NA;FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;616;"A. Murić";"Arijanet";"Murić";27;"1998-11-07";"Zürich";"Switzerland";"Kosovo";"198";"81";FALSE;"https://media.api-sports.io/football/players/616.png";57;"Ipswich";"https://media.api-sports.io/football/teams/57.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;4;3;270;NA;"Goalkeeper";"7.233333";FALSE;1;NA;NA;NA;NA;NA;5;0;11;97;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;0
